Localização;CodProduto;Data;Quantidade;Vendendor;idCliente
Yemen;P031;23/05/2023;483;2;455
Italy;P041;23/05/2023;172;9;874
Bolivia;P037;23/05/2023;365;5;170
Thailand;P023;23/05/2023;366;3;296
Brazil;P022;23/05/2023;318;5;506
Fiji;P005;23/05/2023;403;9;416
Russia;P004;23/05/2023;353;7;322
New Zealand;P002;23/05/2023;274;7;760
Paraguay;P039;23/05/2023;102;3;781
Canada;P038;23/05/2023;566;3;525
Uruguay;P021;23/05/2023;494;7;337
United Kingdom;P020;23/05/2023;244;9;248
Cuba;P034;23/05/2023;272;10;626
Honduras;P002;23/05/2023;250;7;880
Italy;P001;23/05/2023;220;6;940
Mongolia;P035;23/05/2023;221;3;713
Pakistan;P036;23/05/2023;152;3;102
Tanzania;P027;23/05/2023;177;9;658
Chile;P018;23/05/2023;401;4;380
Spain;P017;23/05/2023;405;1;842
South Africa;P031;23/05/2023;59;6;817
Peru;P052;23/05/2023;217;5;168
USA;P051;23/05/2023;251;4;763
Algeria;P034;23/05/2023;79;1;262
Germany;P033;23/05/2023;457;2;571
Saudi Arabia;P035;23/05/2023;455;4;445
Iraq;P015;23/05/2023;293;10;483
Japan;P014;23/05/2023;92;8;251
Argentina;P033;23/05/2023;231;4;252
Indonesia;P049;23/05/2023;119;10;666
Niger;P038;23/05/2023;202;10;524
Ukraine;P031;23/05/2023;200;2;322
France;P030;23/05/2023;416;6;938
Malaysia;P044;23/05/2023;434;6;174
Peru;P012;23/05/2023;406;2;318
USA;P011;23/05/2023;526;4;150
Fiji;P047;23/05/2023;178;4;141
Russia;P046;23/05/2023;182;5;583
Nicaragua;P033;23/05/2023;551;7;420
Ecuador;P028;23/05/2023;306;3;359
Mexico;P027;23/05/2023;359;6;974
Yemen;P019;23/05/2023;101;1;584
Indonesia;P009;23/05/2023;561;1;279
Guatemala;P001;23/05/2023;241;6;633
Honduras;P044;23/05/2023;104;7;312
Italy;P043;23/05/2023;239;2;568
Bolivia;P039;23/05/2023;130;10;716
Thailand;P025;23/05/2023;140;9;306
Brazil;P024;23/05/2023;51;2;430
Fiji;P007;23/05/2023;19;10;451
Russia;P006;23/05/2023;248;6;859
New Zealand;P004;23/05/2023;447;6;763
Paraguay;P041;23/05/2023;230;9;208
Mongolia;P044;24/05/2023;406;9;635
Mexico;P026;24/05/2023;121;2;956
Bolivia;P032;24/05/2023;219;2;852
Indonesia;P008;24/05/2023;499;2;518
South Africa;P007;24/05/2023;20;4;797
Yemen;P032;24/05/2023;317;3;902
Italy;P042;24/05/2023;355;2;745
Bolivia;P038;24/05/2023;465;10;740
Thailand;P024;24/05/2023;355;6;985
Brazil;P023;24/05/2023;205;3;827
Fiji;P006;24/05/2023;271;4;885
Russia;P005;24/05/2023;218;4;158
New Zealand;P003;24/05/2023;407;4;611
Paraguay;P040;24/05/2023;189;6;980
Canada;P039;24/05/2023;395;4;206
Uruguay;P022;24/05/2023;445;10;966
United Kingdom;P021;24/05/2023;164;5;613
Cuba;P035;24/05/2023;139;2;358
Honduras;P003;24/05/2023;261;10;356
Italy;P002;24/05/2023;289;8;340
Mongolia;P036;24/05/2023;354;4;372
Pakistan;P037;24/05/2023;409;6;696
Tanzania;P028;24/05/2023;176;3;514
Chile;P019;24/05/2023;204;1;545
Spain;P018;24/05/2023;115;5;189
South Africa;P032;24/05/2023;97;5;1000
Peru;P053;24/05/2023;255;1;898
USA;P052;24/05/2023;265;10;785
Algeria;P035;24/05/2023;174;8;644
Germany;P034;24/05/2023;408;4;616
Saudi Arabia;P036;24/05/2023;313;8;263
Iraq;P016;24/05/2023;71;1;601
Japan;P015;24/05/2023;494;10;798
Argentina;P034;24/05/2023;450;8;962
Indonesia;P050;24/05/2023;285;1;439
Niger;P039;24/05/2023;245;8;241
Ukraine;P032;24/05/2023;99;3;206
France;P031;24/05/2023;396;5;428
Malaysia;P045;24/05/2023;118;9;279
Peru;P013;24/05/2023;65;10;265
USA;P012;24/05/2023;110;1;111
Fiji;P048;24/05/2023;88;5;1000
Russia;P047;24/05/2023;325;7;283
Nicaragua;P034;24/05/2023;459;4;334
Ecuador;P029;24/05/2023;252;3;267
Mexico;P028;24/05/2023;433;10;526
Yemen;P020;24/05/2023;52;10;757
Indonesia;P010;24/05/2023;266;10;535
Guatemala;P002;24/05/2023;600;8;989
Honduras;P045;24/05/2023;144;4;888
Italy;P044;24/05/2023;505;10;937
Bolivia;P040;24/05/2023;495;10;833
Thailand;P026;24/05/2023;278;2;811
Brazil;P025;24/05/2023;433;1;292
Fiji;P008;24/05/2023;42;6;316
Russia;P007;24/05/2023;30;3;634
New Zealand;P005;24/05/2023;372;2;627
Paraguay;P042;24/05/2023;386;6;140
Mongolia;P045;25/05/2023;436;1;833
Mexico;P027;25/05/2023;129;6;950
Bolivia;P033;25/05/2023;159;4;417
Indonesia;P009;25/05/2023;332;8;561
South Africa;P008;25/05/2023;56;9;969
Yemen;P033;25/05/2023;405;2;247
Italy;P043;25/05/2023;365;2;315
Bolivia;P039;25/05/2023;437;7;379
Thailand;P025;25/05/2023;272;10;457
Brazil;P024;25/05/2023;374;1;163
Fiji;P007;25/05/2023;259;8;113
Russia;P006;25/05/2023;119;9;866
New Zealand;P004;25/05/2023;224;6;688
Paraguay;P041;25/05/2023;207;9;649
Canada;P040;25/05/2023;407;3;852
Uruguay;P023;25/05/2023;323;5;428
United Kingdom;P022;25/05/2023;253;2;247
Cuba;P036;25/05/2023;99;4;916
Honduras;P004;25/05/2023;181;2;594
Italy;P003;25/05/2023;76;1;481
Mongolia;P037;25/05/2023;396;3;563
Pakistan;P038;25/05/2023;296;5;470
Tanzania;P029;25/05/2023;226;1;493
Chile;P020;25/05/2023;497;1;706
Spain;P019;25/05/2023;267;5;519
South Africa;P033;25/05/2023;238;4;298
Paraguay;P001;25/05/2023;413;1;926
USA;P053;25/05/2023;398;9;412
Algeria;P036;25/05/2023;95;8;672
Germany;P035;25/05/2023;210;3;643
Saudi Arabia;P037;25/05/2023;354;4;999
Iraq;P017;25/05/2023;233;6;847
Japan;P016;25/05/2023;266;9;477
Argentina;P035;25/05/2023;497;5;445
Indonesia;P051;25/05/2023;258;4;905
Niger;P040;25/05/2023;97;4;896
Ukraine;P033;25/05/2023;113;4;798
France;P032;25/05/2023;251;8;850
Malaysia;P046;25/05/2023;231;3;326
Peru;P014;25/05/2023;358;7;111
USA;P013;25/05/2023;464;9;779
Fiji;P049;25/05/2023;298;10;413
Russia;P048;25/05/2023;178;9;959
Nicaragua;P035;25/05/2023;243;8;588
Ecuador;P030;25/05/2023;513;6;971
Mexico;P029;25/05/2023;151;3;412
Yemen;P021;25/05/2023;431;10;593
Indonesia;P011;25/05/2023;560;7;618
Guatemala;P003;25/05/2023;58;10;551
Honduras;P046;25/05/2023;72;8;575
Italy;P045;25/05/2023;258;8;668
Bolivia;P041;25/05/2023;212;3;936
Thailand;P027;25/05/2023;233;7;707
Brazil;P026;25/05/2023;344;8;287
Fiji;P009;25/05/2023;419;8;999
Russia;P008;25/05/2023;535;6;364
New Zealand;P006;25/05/2023;95;4;382
Paraguay;P043;25/05/2023;560;8;408
Mongolia;P046;26/05/2023;514;10;977
Mexico;P028;26/05/2023;479;1;358
Bolivia;P034;26/05/2023;417;6;342
Indonesia;P010;26/05/2023;289;9;181
South Africa;P009;26/05/2023;87;7;371
Yemen;P034;26/05/2023;261;2;866
Italy;P044;26/05/2023;383;10;612
Bolivia;P040;26/05/2023;375;3;129
Thailand;P026;26/05/2023;137;7;196
Brazil;P025;26/05/2023;109;4;384
Fiji;P008;26/05/2023;213;6;679
Russia;P007;26/05/2023;203;6;440
New Zealand;P005;26/05/2023;265;5;589
Paraguay;P042;26/05/2023;254;5;961
Canada;P041;26/05/2023;408;8;292
Uruguay;P024;26/05/2023;342;6;472
United Kingdom;P023;26/05/2023;393;9;162
Cuba;P037;26/05/2023;89;10;546
Honduras;P005;26/05/2023;226;7;259
Italy;P004;26/05/2023;156;1;474
Mongolia;P038;26/05/2023;254;2;590
Pakistan;P039;26/05/2023;186;10;253
Tanzania;P030;26/05/2023;62;6;547
Chile;P021;26/05/2023;56;1;839
Spain;P020;26/05/2023;413;10;787
South Africa;P034;26/05/2023;165;4;926
Paraguay;P002;26/05/2023;146;3;425
Canada;P001;26/05/2023;257;3;640
Algeria;P037;26/05/2023;127;9;535
Germany;P036;26/05/2023;187;2;163
Saudi Arabia;P038;26/05/2023;212;5;390
Iraq;P018;26/05/2023;160;10;916
Japan;P017;26/05/2023;297;6;820
Argentina;P036;26/05/2023;308;5;242
Indonesia;P052;26/05/2023;346;5;811
Niger;P041;26/05/2023;90;3;790
Ukraine;P034;26/05/2023;350;6;713
France;P033;26/05/2023;295;3;444
Malaysia;P047;26/05/2023;321;7;552
Peru;P015;26/05/2023;331;4;262
USA;P014;26/05/2023;64;7;506
Fiji;P050;26/05/2023;127;1;439
Russia;P049;26/05/2023;72;10;751
Nicaragua;P036;26/05/2023;175;9;950
Ecuador;P031;26/05/2023;25;1;777
Mexico;P030;26/05/2023;279;9;577
Yemen;P022;26/05/2023;360;2;642
Indonesia;P012;26/05/2023;547;7;411
Guatemala;P004;26/05/2023;204;8;917
Honduras;P047;26/05/2023;127;7;673
Italy;P046;26/05/2023;335;4;890
Bolivia;P042;26/05/2023;295;8;871
Thailand;P028;26/05/2023;127;5;869
Brazil;P027;26/05/2023;392;4;420
Fiji;P010;26/05/2023;104;6;302
Russia;P009;26/05/2023;290;9;402
New Zealand;P007;26/05/2023;155;2;464
Paraguay;P044;26/05/2023;594;6;872
Mongolia;P049;29/05/2023;203;5;815
Mexico;P031;29/05/2023;589;2;286
Bolivia;P037;29/05/2023;164;6;823
Indonesia;P013;29/05/2023;360;5;537
South Africa;P012;29/05/2023;51;4;427
Yemen;P037;29/05/2023;225;4;240
Italy;P047;29/05/2023;285;3;145
Bolivia;P043;29/05/2023;279;1;338
Thailand;P029;29/05/2023;447;3;480
Brazil;P028;29/05/2023;212;7;183
Fiji;P011;29/05/2023;234;2;571
Russia;P010;29/05/2023;161;10;904
New Zealand;P008;29/05/2023;413;2;268
Paraguay;P045;29/05/2023;137;3;318
Canada;P044;29/05/2023;407;9;451
Uruguay;P027;29/05/2023;152;1;852
United Kingdom;P026;29/05/2023;580;10;589
Cuba;P040;29/05/2023;146;5;565
Honduras;P008;29/05/2023;102;4;860
Italy;P007;29/05/2023;157;7;931
Mongolia;P041;29/05/2023;327;10;785
Pakistan;P042;29/05/2023;321;3;306
Tanzania;P033;29/05/2023;280;7;880
Chile;P024;29/05/2023;312;6;196
Spain;P023;29/05/2023;415;5;517
Poland;P002;29/05/2023;381;7;908
Paraguay;P005;29/05/2023;336;7;394
Canada;P004;29/05/2023;131;5;204
Algeria;P040;29/05/2023;259;3;596
Germany;P039;29/05/2023;260;5;671
Saudi Arabia;P041;29/05/2023;366;3;251
Iraq;P021;29/05/2023;245;6;737
Japan;P020;29/05/2023;473;5;736
Argentina;P039;29/05/2023;126;7;106
Pakistan;P002;29/05/2023;205;6;829
Niger;P044;29/05/2023;276;10;279
Ukraine;P037;29/05/2023;138;7;321
France;P036;29/05/2023;451;7;571
Malaysia;P050;29/05/2023;430;6;146
Peru;P018;29/05/2023;45;7;955
USA;P017;29/05/2023;273;5;726
Fiji;P053;29/05/2023;232;7;626
Russia;P052;29/05/2023;558;9;937
Nicaragua;P039;29/05/2023;48;5;408
Ecuador;P034;29/05/2023;593;9;312
Mexico;P033;29/05/2023;245;7;699
Yemen;P025;29/05/2023;402;8;702
Indonesia;P015;29/05/2023;180;9;436
Guatemala;P007;29/05/2023;244;1;400
Honduras;P050;29/05/2023;122;9;574
Italy;P049;29/05/2023;551;10;917
Bolivia;P045;29/05/2023;487;3;349
Thailand;P031;29/05/2023;236;1;819
Brazil;P030;29/05/2023;472;6;275
Fiji;P013;29/05/2023;185;7;348
Russia;P012;29/05/2023;142;3;778
New Zealand;P010;29/05/2023;271;10;737
Paraguay;P047;29/05/2023;584;6;403
Mongolia;P050;30/05/2023;137;3;223
Mexico;P032;30/05/2023;117;2;856
Bolivia;P038;30/05/2023;552;1;297
Indonesia;P014;30/05/2023;169;10;860
South Africa;P013;30/05/2023;91;3;564
Yemen;P051;30/05/2023;414;7;544
Italy;P048;30/05/2023;274;7;386
Bolivia;P044;30/05/2023;324;4;327
Thailand;P030;30/05/2023;117;10;429
Brazil;P029;30/05/2023;332;7;510
Fiji;P012;30/05/2023;176;5;522
Russia;P011;30/05/2023;347;8;596
New Zealand;P009;30/05/2023;389;3;631
Paraguay;P046;30/05/2023;193;7;401
Canada;P045;30/05/2023;412;10;909
Uruguay;P028;30/05/2023;432;10;611
United Kingdom;P027;30/05/2023;250;9;748
Cuba;P041;30/05/2023;55;5;263
Honduras;P009;30/05/2023;220;5;826
Italy;P008;30/05/2023;149;1;291
Mongolia;P042;30/05/2023;199;3;750
Pakistan;P043;30/05/2023;140;6;244
Tanzania;P034;30/05/2023;183;2;736
Chile;P025;30/05/2023;478;3;979
Spain;P024;30/05/2023;157;10;478
Poland;P003;30/05/2023;271;5;163
Paraguay;P006;30/05/2023;565;4;472
Canada;P005;30/05/2023;300;7;533
Algeria;P041;30/05/2023;54;2;565
Germany;P040;30/05/2023;256;7;807
Saudi Arabia;P042;30/05/2023;107;3;236
Iraq;P022;30/05/2023;50;7;986
Japan;P021;30/05/2023;364;5;967
Argentina;P040;30/05/2023;434;6;175
Pakistan;P003;30/05/2023;309;2;406
Niger;P045;30/05/2023;275;8;326
Ukraine;P038;30/05/2023;307;8;654
France;P037;30/05/2023;313;7;838
Malaysia;P051;30/05/2023;293;4;883
Peru;P019;30/05/2023;10;8;157
USA;P018;30/05/2023;409;6;150
Algeria;P001;30/05/2023;165;8;293
Russia;P053;30/05/2023;159;9;834
Nicaragua;P040;30/05/2023;37;9;529
Ecuador;P035;30/05/2023;292;3;248
Mexico;P034;30/05/2023;272;10;658
Yemen;P026;30/05/2023;274;9;800
Indonesia;P016;30/05/2023;217;8;782
Guatemala;P008;30/05/2023;239;4;775
Honduras;P051;30/05/2023;30;6;404
Italy;P050;30/05/2023;351;7;294
Bolivia;P046;30/05/2023;434;3;724
Thailand;P032;30/05/2023;485;1;857
Brazil;P031;30/05/2023;598;2;496
Fiji;P014;30/05/2023;446;8;648
Russia;P013;30/05/2023;254;4;225
New Zealand;P011;30/05/2023;388;7;584
Paraguay;P048;30/05/2023;255;4;490
Mongolia;P051;31/05/2023;279;6;238
Mexico;P033;31/05/2023;109;1;656
Bolivia;P039;31/05/2023;229;10;306
Indonesia;P015;31/05/2023;283;6;595
South Africa;P014;31/05/2023;87;7;888
Yemen;P052;31/05/2023;233;5;404
Italy;P049;31/05/2023;249;7;557
Bolivia;P045;31/05/2023;159;4;439
Thailand;P031;31/05/2023;129;10;787
Brazil;P030;31/05/2023;358;7;440
Fiji;P013;31/05/2023;154;1;424
Russia;P012;31/05/2023;131;5;561
New Zealand;P010;31/05/2023;199;4;563
Paraguay;P047;31/05/2023;84;3;108
Canada;P046;31/05/2023;383;1;375
Uruguay;P029;31/05/2023;169;7;653
United Kingdom;P028;31/05/2023;428;10;630
Cuba;P042;31/05/2023;153;2;845
Honduras;P010;31/05/2023;159;1;585
Italy;P009;31/05/2023;299;6;818
Mongolia;P043;31/05/2023;487;5;467
Pakistan;P044;31/05/2023;209;9;121
China;P043;31/05/2023;283;6;532
Chile;P026;31/05/2023;180;9;710
Spain;P025;31/05/2023;235;10;734
Poland;P004;31/05/2023;359;1;122
Paraguay;P007;31/05/2023;470;6;434
Canada;P006;31/05/2023;418;3;357
Algeria;P042;31/05/2023;203;3;821
Germany;P041;31/05/2023;337;10;226
Saudi Arabia;P043;31/05/2023;420;2;118
Iraq;P023;31/05/2023;493;2;212
Japan;P022;31/05/2023;376;2;689
Argentina;P041;31/05/2023;267;7;404
Pakistan;P004;31/05/2023;102;7;899
Niger;P046;31/05/2023;217;7;414
Ukraine;P039;31/05/2023;105;10;135
France;P038;31/05/2023;414;3;275
Malaysia;P052;31/05/2023;239;5;325
Peru;P020;31/05/2023;90;4;846
USA;P019;31/05/2023;217;6;884
Algeria;P002;31/05/2023;130;6;478
Germany;P001;31/05/2023;598;5;809
Nicaragua;P041;31/05/2023;428;2;844
Ecuador;P036;31/05/2023;408;9;340
Mexico;P035;31/05/2023;199;3;723
Yemen;P027;31/05/2023;52;8;487
Indonesia;P017;31/05/2023;201;2;667
Guatemala;P009;31/05/2023;585;9;738
Honduras;P052;31/05/2023;131;5;105
Italy;P051;31/05/2023;520;7;833
Bolivia;P047;31/05/2023;428;5;949
Thailand;P033;31/05/2023;565;10;512
Brazil;P032;31/05/2023;234;3;727
Fiji;P015;31/05/2023;527;3;678
Russia;P014;31/05/2023;162;9;1000
New Zealand;P012;31/05/2023;43;4;861
Paraguay;P049;31/05/2023;44;9;614
Mongolia;P052;01/06/2023;459;4;222
Mexico;P034;01/06/2023;230;7;706
Bolivia;P040;01/06/2023;63;6;749
Indonesia;P016;01/06/2023;274;8;920
South Africa;P015;01/06/2023;78;5;182
Yemen;P053;01/06/2023;512;1;153
Italy;P050;01/06/2023;426;7;167
Bolivia;P046;01/06/2023;169;5;122
Thailand;P032;01/06/2023;484;5;134
Brazil;P031;01/06/2023;130;10;399
Fiji;P014;01/06/2023;274;9;863
Russia;P013;01/06/2023;104;10;872
New Zealand;P011;01/06/2023;185;7;918
Paraguay;P048;01/06/2023;209;1;710
Canada;P047;01/06/2023;592;9;542
Uruguay;P030;01/06/2023;457;1;204
United Kingdom;P029;01/06/2023;472;4;427
Cuba;P043;01/06/2023;198;9;592
Honduras;P011;01/06/2023;286;10;987
Italy;P010;01/06/2023;394;3;577
Mongolia;P044;01/06/2023;215;5;793
Pakistan;P045;01/06/2023;238;3;904
China;P044;01/06/2023;122;2;775
Chile;P027;01/06/2023;310;1;523
Spain;P026;01/06/2023;318;9;692
Poland;P005;01/06/2023;374;7;850
Paraguay;P008;01/06/2023;417;3;750
Canada;P007;01/06/2023;474;7;707
Algeria;P043;01/06/2023;66;10;600
Germany;P042;01/06/2023;323;8;366
Saudi Arabia;P044;01/06/2023;347;7;504
Iraq;P024;01/06/2023;385;3;196
Japan;P023;01/06/2023;409;2;725
Argentina;P042;01/06/2023;350;8;227
Pakistan;P005;01/06/2023;245;7;357
Niger;P047;01/06/2023;101;5;411
Ukraine;P040;01/06/2023;136;5;833
France;P039;01/06/2023;478;2;928
Malaysia;P053;01/06/2023;387;9;761
Peru;P021;01/06/2023;123;8;935
USA;P020;01/06/2023;310;6;760
Algeria;P003;01/06/2023;294;3;929
Germany;P002;01/06/2023;589;2;261
Nicaragua;P042;01/06/2023;441;2;344
Ecuador;P037;01/06/2023;170;8;896
Mexico;P036;01/06/2023;565;1;965
Yemen;P028;01/06/2023;474;7;331
Indonesia;P018;01/06/2023;527;10;151
Guatemala;P010;01/06/2023;212;7;914
Honduras;P053;01/06/2023;141;10;373
Italy;P052;01/06/2023;352;5;396
Bolivia;P048;01/06/2023;352;3;255
Thailand;P034;01/06/2023;26;7;721
Brazil;P033;01/06/2023;46;3;661
Fiji;P016;01/06/2023;594;8;506
Russia;P015;01/06/2023;359;5;267
New Zealand;P013;01/06/2023;433;7;305
Paraguay;P050;01/06/2023;130;6;852
Mongolia;P053;02/06/2023;235;1;927
Mexico;P035;02/06/2023;269;9;106
Bolivia;P041;02/06/2023;547;8;214
Indonesia;P017;02/06/2023;567;1;724
South Africa;P016;02/06/2023;65;5;631
Mongolia;P016;02/06/2023;324;9;269
Italy;P051;02/06/2023;221;1;392
Bolivia;P047;02/06/2023;385;2;312
Thailand;P033;02/06/2023;162;2;988
Brazil;P032;02/06/2023;141;9;847
Fiji;P015;02/06/2023;405;2;935
Russia;P014;02/06/2023;310;6;331
New Zealand;P012;02/06/2023;249;9;714
Paraguay;P049;02/06/2023;58;5;133
Canada;P048;02/06/2023;472;2;819
Uruguay;P031;02/06/2023;498;10;969
United Kingdom;P030;02/06/2023;242;1;915
Cuba;P044;02/06/2023;256;8;703
Honduras;P012;02/06/2023;80;5;419
Italy;P011;02/06/2023;120;1;909
Mongolia;P045;02/06/2023;370;2;399
Pakistan;P046;02/06/2023;175;1;408
China;P045;02/06/2023;198;10;729
Chile;P028;02/06/2023;200;1;855
Spain;P027;02/06/2023;167;10;656
Poland;P006;02/06/2023;347;2;652
Paraguay;P009;02/06/2023;502;8;789
Canada;P008;02/06/2023;134;2;959
Algeria;P044;02/06/2023;211;6;508
Germany;P043;02/06/2023;216;10;564
Saudi Arabia;P045;02/06/2023;319;6;422
Iraq;P025;02/06/2023;59;6;877
Japan;P024;02/06/2023;280;2;405
Argentina;P043;02/06/2023;404;9;833
Pakistan;P006;02/06/2023;268;4;879
Niger;P048;02/06/2023;207;8;124
Ukraine;P041;02/06/2023;63;5;925
France;P040;02/06/2023;395;2;760
South Africa;P001;02/06/2023;237;8;855
Peru;P022;02/06/2023;145;2;838
USA;P021;02/06/2023;171;4;747
Algeria;P004;02/06/2023;129;4;486
Germany;P003;02/06/2023;144;1;398
Nicaragua;P043;02/06/2023;510;1;538
Ecuador;P038;02/06/2023;523;6;740
Mexico;P037;02/06/2023;41;7;727
Yemen;P029;02/06/2023;28;5;982
Indonesia;P019;02/06/2023;478;4;986
Guatemala;P011;02/06/2023;209;2;837
Ukraine;P001;02/06/2023;538;6;429
Italy;P053;02/06/2023;391;9;842
Bolivia;P049;02/06/2023;524;3;720
Thailand;P035;02/06/2023;367;9;194
Brazil;P034;02/06/2023;302;3;939
Fiji;P017;02/06/2023;395;4;565
Russia;P016;02/06/2023;287;1;186
New Zealand;P014;02/06/2023;54;4;520
Paraguay;P051;02/06/2023;517;6;858
Saudi Arabia;P003;05/06/2023;276;7;735
Mexico;P038;05/06/2023;105;4;279
Bolivia;P044;05/06/2023;228;8;135
Indonesia;P020;05/06/2023;270;5;249
South Africa;P019;05/06/2023;90;1;236
Mongolia;P019;05/06/2023;583;8;201
France;P001;05/06/2023;285;6;747
Bolivia;P050;05/06/2023;480;1;225
Thailand;P036;05/06/2023;135;5;923
Brazil;P035;05/06/2023;280;7;526
Fiji;P018;05/06/2023;448;2;100
Russia;P017;05/06/2023;222;10;334
New Zealand;P015;05/06/2023;296;2;230
Paraguay;P052;05/06/2023;148;4;478
Canada;P051;05/06/2023;480;1;753
Uruguay;P034;05/06/2023;177;8;198
United Kingdom;P033;05/06/2023;337;6;189
Cuba;P047;05/06/2023;258;8;684
Honduras;P015;05/06/2023;83;10;608
Italy;P014;05/06/2023;458;2;770
Mongolia;P048;05/06/2023;268;1;811
Pakistan;P049;05/06/2023;419;8;812
China;P048;05/06/2023;291;7;722
Chile;P031;05/06/2023;311;10;110
Spain;P030;05/06/2023;380;4;505
Poland;P009;05/06/2023;348;10;432
Paraguay;P012;05/06/2023;426;1;962
Canada;P011;05/06/2023;396;1;838
Algeria;P047;05/06/2023;163;2;120
Germany;P046;05/06/2023;439;3;803
Venezuela;P031;05/06/2023;148;1;839
Iraq;P028;05/06/2023;367;10;491
Japan;P027;05/06/2023;376;1;206
Argentina;P046;05/06/2023;75;10;187
Pakistan;P009;05/06/2023;203;6;535
Niger;P051;05/06/2023;56;1;357
Ukraine;P044;05/06/2023;232;7;411
France;P043;05/06/2023;290;9;576
South Africa;P004;05/06/2023;104;10;883
Peru;P025;05/06/2023;302;2;986
USA;P024;05/06/2023;115;7;914
Algeria;P007;05/06/2023;63;9;435
Germany;P006;05/06/2023;219;6;220
Nicaragua;P046;05/06/2023;31;1;272
Ecuador;P041;05/06/2023;396;3;773
Mexico;P040;05/06/2023;147;7;601
Yemen;P032;05/06/2023;293;9;886
Indonesia;P022;05/06/2023;458;1;709
Guatemala;P014;05/06/2023;595;10;791
Ukraine;P004;05/06/2023;319;10;229
France;P003;05/06/2023;323;7;165
Bolivia;P052;05/06/2023;157;8;698
Thailand;P038;05/06/2023;569;7;541
Brazil;P037;05/06/2023;291;4;613
Fiji;P020;05/06/2023;178;4;907
Russia;P019;05/06/2023;65;4;936
New Zealand;P017;05/06/2023;233;1;562
Ecuador;P001;05/06/2023;536;5;185
Saudi Arabia;P004;06/06/2023;464;1;544
Mexico;P039;06/06/2023;578;8;502
Bolivia;P045;06/06/2023;552;5;190
Indonesia;P021;06/06/2023;557;3;264
South Africa;P020;06/06/2023;25;1;687
Mongolia;P020;06/06/2023;271;3;499
France;P002;06/06/2023;177;7;590
Bolivia;P051;06/06/2023;115;2;782
Thailand;P037;06/06/2023;273;7;331
Brazil;P036;06/06/2023;246;4;307
Fiji;P019;06/06/2023;297;9;692
Russia;P018;06/06/2023;298;4;572
New Zealand;P016;06/06/2023;323;6;437
Paraguay;P053;06/06/2023;171;4;373
Canada;P052;06/06/2023;321;5;795
Uruguay;P035;06/06/2023;238;5;592
United Kingdom;P034;06/06/2023;413;10;767
Cuba;P048;06/06/2023;136;4;126
Honduras;P016;06/06/2023;209;8;308
Italy;P015;06/06/2023;367;1;158
Mongolia;P049;06/06/2023;84;4;120
Pakistan;P050;06/06/2023;450;1;766
China;P049;06/06/2023;178;4;436
Chile;P032;06/06/2023;56;1;358
Spain;P031;06/06/2023;361;4;113
Poland;P010;06/06/2023;240;1;193
Paraguay;P013;06/06/2023;401;3;771
Canada;P012;06/06/2023;398;1;515
Algeria;P048;06/06/2023;278;8;195
Germany;P047;06/06/2023;401;9;884
Venezuela;P032;06/06/2023;202;9;712
Iraq;P029;06/06/2023;491;1;839
Japan;P028;06/06/2023;482;1;972
Argentina;P047;06/06/2023;247;3;831
Pakistan;P010;06/06/2023;251;2;412
Niger;P052;06/06/2023;122;7;220
Ukraine;P045;06/06/2023;207;6;730
France;P044;06/06/2023;290;2;939
South Africa;P005;06/06/2023;131;4;225
Peru;P026;06/06/2023;76;3;162
USA;P025;06/06/2023;424;6;135
Algeria;P008;06/06/2023;105;4;896
Germany;P007;06/06/2023;441;2;937
Nicaragua;P047;06/06/2023;281;10;676
Ecuador;P042;06/06/2023;14;7;116
Mexico;P041;06/06/2023;538;10;630
Yemen;P033;06/06/2023;118;10;795
Indonesia;P023;06/06/2023;156;2;965
Guatemala;P015;06/06/2023;158;2;781
Ukraine;P005;06/06/2023;90;2;875
France;P004;06/06/2023;144;6;427
Bolivia;P053;06/06/2023;594;9;890
Thailand;P039;06/06/2023;281;1;830
Brazil;P038;06/06/2023;349;1;610
Fiji;P021;06/06/2023;485;3;970
Russia;P020;06/06/2023;431;9;168
New Zealand;P018;06/06/2023;179;8;502
Ecuador;P002;06/06/2023;529;7;485
Saudi Arabia;P005;07/06/2023;131;8;879
Mexico;P040;07/06/2023;409;7;887
Bolivia;P046;07/06/2023;71;2;909
Indonesia;P022;07/06/2023;507;4;428
South Africa;P021;07/06/2023;99;6;439
Mongolia;P021;07/06/2023;229;5;941
France;P003;07/06/2023;134;6;399
Bolivia;P052;07/06/2023;241;4;821
Thailand;P038;07/06/2023;309;7;846
Brazil;P037;07/06/2023;335;6;535
Fiji;P020;07/06/2023;442;3;326
Russia;P019;07/06/2023;186;3;386
New Zealand;P017;07/06/2023;398;8;635
Ecuador;P001;07/06/2023;244;6;822
Canada;P053;07/06/2023;480;1;205
Uruguay;P036;07/06/2023;215;7;891
United Kingdom;P035;07/06/2023;490;5;164
Cuba;P049;07/06/2023;231;2;326
Honduras;P017;07/06/2023;294;10;317
Italy;P016;07/06/2023;362;9;827
Mongolia;P050;07/06/2023;347;3;268
Pakistan;P051;07/06/2023;172;2;464
China;P050;07/06/2023;244;2;615
Chile;P033;07/06/2023;341;2;295
Spain;P032;07/06/2023;442;8;197
Poland;P011;07/06/2023;173;7;688
Paraguay;P014;07/06/2023;348;7;137
Canada;P013;07/06/2023;561;1;716
Algeria;P049;07/06/2023;270;7;937
